Tanggal,Media,Topik,Topik_Cleaned,label
10-Feb-23,Lapor Sleman,1 Bulan Tidak Di Apa Apa Kan..,bulan apa apa kan,0
10-Feb-23,Telepon Langsung,Pajak reklame,pajak reklame,0
10-Feb-23,Telepon Langsung,Mohon ditertibkan sopir jeep kaliurang yang tidak safety dalam berkendara,ditertibkan sopir jeep kaliurang safety berkendara,0
10-Feb-23,Lapor Sleman,Pembangunan Rumah Diatas Saluran Irigasi,pembangunan rumah diatas saluran irigasi,0
10-Feb-23,Lapor Sleman,Mobil Mangkrak,mobil mangkrak,0
10-Feb-23,Lapor Sleman,Akta Kelahiran Hilqng,akta kelahiran hilqng,0
10-Feb-23,Lapor Sleman,Surat Warga,surat warga,0
11-Feb-23,Lapor Sleman,Ternak Puyuh Yang Merugikan Warga,ternak puyuh merugikan warga,0
11-Feb-23,Lapor Sleman,Parkir 5000,parkir,1
11-Feb-23,Lapor Sleman,Sumbangan Sukarela Untuk Sekolah Negeri,sumbangan sukarela sekolah negeri,0
11-Feb-23,Lapor Sleman,Bis Besar Banyak Melewati Jalan Kabupaten,bis besar banyak melewati jalan,0
12-Feb-23,Lapor Sleman,Taman Tak Terurus,taman terurus,0
12-Feb-23,Lapor Sleman,ORMAS MERESAHKAN,ormas meresahkan,0
12-Feb-23,Lapor Sleman,Pohon perindang,pohon perindang,1
12-Feb-23,Twitter,Rombongan PDI,rombongan pdi,0
13-Feb-23,Lapor Sleman,Daluran Drainase Air Meluber Ke Jalan,daluran drainase air meluber jalan,1
13-Feb-23,Twitter,LPJU mati,lpju mati,1
13-Feb-23,Twitter,Jalan berlubang,jalan berlubang,1
13-Feb-23,Lapor Sleman,Saluran Irigasi Meluap Ke Jalan Mengakibatkan Jalan Rusak Parah,saluran irigasi meluap jalan mengakibatkan jalan rusak parah,1
13-Feb-23,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1
13-Feb-23,Lapor Sleman,Jalan Berlubang Parah Di Jalan Ngepas Lor Sampai Kadilobo,jalan berlubang parah jalan ngepas lor kadilobo,1
13-Feb-23,Lapor Sleman,Spanduk Menghalangi Pandangan Berbahaya,spanduk menghalangi pandangan berbahaya,1
13-Feb-23,Lapor Sleman,Pak Ogah Mengganggu Dan Arogan,ogah mengganggu arogan,0
13-Feb-23,Lapor Sleman,Lampu PJU,lampu pju,1
13-Feb-23,Website,Jalan berlubang,jalan berlubang,1
13-Feb-23,Website,Penambangan liar,penambangan liar,1
13-Feb-23,Website,Pengurusan PBG,pengurusan pbg,0
14-Feb-23,Website,Saluran Irigasi Meluap Ke Jalan Mengakibatkan Jalan Rusak Parah,saluran irigasi meluap jalan mengakibatkan jalan rusak parah,1
14-Feb-23,Lapor Sleman,Jalan Berlubang Di Jembatan Bogem Kalasan,jalan berlubang jembatan bogem kalasan,1
14-Feb-23,Lapor Sleman,Jalan Berlobang,jalan berlobang,0
14-Feb-23,Twitter,LPJU mati,lpju mati,1
14-Feb-23,Lapor Sleman,Jalan Berlubang Di Sepanjang Jalan Raya Tajem,jalan berlubang sepanjang jalan raya tajem,1
14-Feb-23,Website,Ganti Rugi Sapi,ganti rugi sapi,0
14-Feb-23,Lapor Sleman,Pelayanan Yang Tidak Efektif,pelayanan efektif,0
15-Feb-23,Website,free wifi sleman,free wifi,0
15-Feb-23,Lapor Sleman,Jalan Kapten Haryadi Berlubang Parah,jalan kapten haryadi berlubang parah,1
15-Feb-23,Instagram,Jalan berlubang,jalan berlubang,1
15-Feb-23,Instagram,Gangguan kenyamanan lingkungan,gangguan kenyamanan lingkungan,1
15-Feb-23,SMS Hotline,Bahu Jalan Ambrol,bahu jalan ambrol,0
15-Feb-23,Lapor Sleman,Pelayanan Yang Tidak Efektif,pelayanan efektif,0
15-Feb-23,Lapor.go.id,Jalan berlubang,jalan berlubang,1
16-Feb-23,Instagram,Lomba mewarnai,lomba mewarnai,0
16-Feb-23,Lapor Sleman,Daerah Atas Underpass Gelap,atas underpass gelap,1
16-Feb-23,Twitter,Jalan Berlubang Jalan Kapten Hariyadi,jalan berlubang jalan kapten hariyadi,1
16-Feb-23,Instagram,Jalan Berlubang Jalan Kapten Hariyadi,jalan berlubang jalan kapten hariyadi,1
16-Feb-23,Twitter,Jalan berlubang jalan tajem,jalan berlubang jalan tajem,1
16-Feb-23,Twitter,jalan Godean Ngapak,jalan godean ngapak,0
16-Feb-23,Twitter,Jalan palagan dan jalan kapten hariyadi,jalan palagan jalan kapten hariyadi,0
16-Feb-23,Lapor Sleman,Info Pemasangan Wi-Fi Gratis Dari Pemerintah Untuk Dusun,pemasangan wifi gratis pemerintah dusun,0
17-Feb-23,Twitter,Jalan Berlubang Jalan Kapten Hariyadi,jalan berlubang jalan kapten hariyadi,1
17-Feb-23,Twitter,Drainase mampet,drainase mampet,1
17-Feb-23,Twitter,Jalan berlubang,jalan berlubang,1
17-Feb-23,Lapor Sleman,Pelayanan Farmasi Lama,pelayanan farmasi lama,1
17-Feb-23,Lapor Sleman,jalan Raya,jalan raya,0
17-Feb-23,Lapor Sleman,Sekolah Smp Swasta Di Mlati Mewajibkan Study Tour,sekolah smp swasta mlati mewajibkan study tour,0
17-Feb-23,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
17-Feb-23,Lapor Sleman,Lubang Di Jalan Sidomukti,lubang jalan sidomukti,1
18-Feb-23,Lapor Sleman,Jl Berlobang,jl berlobang,0
18-Feb-23,Website,Permohonan pemindahan tiang telpon dan listrik,permohonan pemindahan tiang telpon listrik,0
18-Feb-23,Instagram,PPPK,pppk,0
18-Feb-23,Instagram,Jalan Berlubang jalan kapten Hariyadi,jalan berlubang jalan kapten hariyadi,1
19-Feb-23,Instagram,Vaksin covid 19,vaksin covid,0
19-Feb-23,Website,Aliran PDAM,aliran pdam,0
19-Feb-23,Lapor Sleman,Jalan Jeblonng,jalan jeblonng,0
19-Feb-23,Lapor Sleman,Jalan Berlubang Sepanjang Anggajaya 2,jalan berlubang sepanjang anggajaya,1
19-Feb-23,Twitter,Jalan berlubang tajem,jalan berlubang tajem,1
20-Feb-23,Twitter,Jalan berlubang tajem,jalan berlubang tajem,1
20-Feb-23,Telepon Langsung,Pembangunan gedung serbaguna Kalurahan Sukoharjo,pembangunan gedung serbaguna kalurahan sukoharjo,0
20-Feb-23,Twitter,Sertifikat vaksin,sertifikat vaksin,0
20-Feb-23,Website,Pembuangan sampah liar,pembuangan sampah liar,1
20-Feb-23,Website,Jalan,jalan,0
20-Feb-23,Website,CCTV,cctv,0
20-Feb-23,Lapor Sleman,Permintaan Data Tentang Sampah,permintaan data sampah,1
21-Feb-23,Instagram,Vaksin covid 19,vaksin covid,0
21-Feb-23,Twitter,PJU mati,pju mati,1
21-Feb-23,Twitter,Pelayanan,pelayanan,0
21-Feb-23,Twitter,ODGJ,odgj,0
21-Feb-23,Instagram,Kinerja lurah tirtomartani,kinerja lurah tirtomartani,0
21-Feb-23,Twitter,Kinerja lurah tirtomartani,kinerja lurah tirtomartani,0
22-Feb-23,Twitter,APILL mati,apill mati,1
22-Feb-23,Instagram,PJU mati,pju mati,1
22-Feb-23,Email,Pembangunan gedung serbaguna Kalurahan Sukoharjo,pembangunan gedung serbaguna kalurahan sukoharjo,0
23-Feb-23,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
23-Feb-23,Twitter,Jalan berlubang,jalan berlubang,1
23-Feb-23,Twitter,Jalan Berlubang jalan kapten Hariyadi,jalan berlubang jalan kapten hariyadi,1
23-Feb-23,Instagram,Jalan berlubang dan minim penerangan,jalan berlubang minim penerangan,1
23-Feb-23,Twitter,Jalan berlubang jalan damai,jalan berlubang jalan damai,1
23-Feb-23,Twitter,Jalan berlubang jalan Godean,jalan berlubang jalan godean,1
23-Feb-23,Twitter,Pelayanan kalurahan,pelayanan kalurahan,0
23-Feb-23,Lapor.go.id,Mitigasi bencana angin puyuh,mitigasi bencana angin puyuh,0
24-Feb-23,Website,Pencurian laptop,pencurian laptop,1
24-Feb-23,Twitter,Jalan berlubang opak raya kalasan,jalan berlubang opak raya kalasan,1
24-Feb-23,Twitter,Jalan berlubang,jalan berlubang,1
24-Feb-23,Twitter,Jalan berlubang banyurejo tempel,jalan berlubang banyurejo tempel,1
24-Feb-23,Twitter,Jalan berlubang buk renteng,jalan berlubang buk renteng,1
24-Feb-23,Lapor Sleman,Saran Penambahan Lampu Lalin Penyebrangan Pejalan Kaki,saran penambahan lampu lalin penyebrangan pejalan kaki,1
25-Feb-23,Website,PJU mati di sepanjang ring road utara,pju mati sepanjang ring road utara,1
25-Feb-23,Website,Permohonan lampu peringatan jalan,permohonan lampu peringatan jalan,1
25-Feb-23,Twitter,tambang di Grojogan watu purbo,tambang grojogan watu purbo,0
25-Feb-23,Instagram,Jalan berlubang,jalan berlubang,1
25-Feb-23,Instagram,Resapan air limbah hibah meluap lagi,resapan air limbah hibah meluap,1
25-Feb-23,Instagram,Marka kejut,marka kejut,0
26-Feb-23,Lapor Sleman,MOHON DENGAN HORMAT SEGERA DI TINDAK LANJUTI JALAN RUSAK JL KLANGON TEMPEL TIMUR DSN DARATAN SENDANGARUM MINGGIR,hormat segera jalan rusak jl klangon tempel timur dsn daratan sendangarum minggir,1
27-Feb-23,Twitter,Permohonan aliran baru PDAM,permohonan aliran baru pdam,0
27-Feb-23,Instagram,Jalan berlubang,jalan berlubang,1
27-Feb-23,Lapor Sleman,Permohonan pembuatan zona sekolah di jalan piyiungan prambanan,permohonan pembuatan zona sekolah jalan piyiungan prambanan,0
27-Feb-23,Lapor Sleman,BAU TAK SEDAP KOLAM LELE,bau sedap kolam lele,1
27-Feb-23,Lapor Sleman,Jalan Berlubang Di Jalan Depan Area Masjid Daarusalaam,jalan berlubang jalan depan area masjid daarusalaam,1
27-Feb-23,Lapor Sleman,Surat Warga,surat warga,0
28-Feb-23,Instagram,Pelayanan Puskesmas Gamping 2,pelayanan puskesmas gamping,0
28-Feb-23,Twitter,Tarif parkir di puskesmas ngaglik 1 tidak sesuai,tarif parkir puskesmas ngaglik sesuai,1
28-Feb-23,Website,Jalan berlubang,jalan berlubang,1
28-Feb-23,Website,Pleayanan Puskesmas Kalasan,pleayanan puskesmas kalasan,0
28-Feb-23,SMS Hotline,Kabel telpon kendor,kabel telpon kendor,0
28-Feb-23,Instagram,free wifi sleman,free wifi,0
28-Feb-23,Instagram,Jalan berlubang,jalan berlubang,1
28-Feb-23,Email,Jalan berlubang,jalan berlubang,1
28-Feb-23,Email,Parit di tutup beton dan air meluap,parit tutup beton air meluap,1
28-Feb-23,Email,KELUHAN PERTANIAN & KEHEWANAN,keluhan pertanian kehewanan,1
28-Feb-23,Lapor Sleman,BLT,blt,0
28-Feb-23,Lapor Sleman,Surat Warga,surat warga,0
28-Feb-23,Twitter,Jalan berlubang,jalan berlubang,1
1-Mar-23,SMS Hotline,LPJU ring road,lpju ring road,1
1-Mar-23,Instagram,Jalan berlubang,jalan berlubang,1
1-Mar-23,Instagram,Jam pelayanan Puskesmas Kalasan,jam pelayanan puskesmas kalasan,0
1-Mar-23,Twitter,LPJU ring road utara,lpju ring road utara,1
1-Mar-23,Lapor Sleman,Pemasangan PJU,pemasangan pju,1
1-Mar-23,Instagram,Mobil damkar telat pajak dan tidak terawat,mobil damkar telat pajak terawat,0
1-Mar-23,Instagram,Permohonan Akta Lahir yang Hilang,permohonan akta lahir hilang,0
1-Mar-23,Facebook Pemkab Sleman,Informati transmigrasi,informati transmigrasi,1
1-Mar-23,Twitter,Jalan berlubang,jalan berlubang,1
1-Mar-23,Lapor Sleman,Aliran PDAM,aliran pdam,0
1-Mar-23,Twitter,Jalan desa rusak,jalan desa rusak,1
1-Mar-23,Instagram,Gangguan kenyamanan dari warmindo pamungkas,gangguan kenyamanan warmindo pamungkas,1
1-Mar-23,Lapor.go.id,Kerusakan jalan/aspal,kerusakan jalanaspal,1
2-Mar-23,Lapor Sleman,Jalan berlubang,jalan berlubang,1
2-Mar-23,Twitter,Bantuan UMKM dan bantuan pinjaman modal UMKM,bantuan umkm bantuan pinjaman modal umkm,0
2-Mar-23,Instagram,Jalan berlubang,jalan berlubang,1
2-Mar-23,Twitter,Parkir di jalan MM UGM,parkir jalan mm ugm,1
3-Mar-23,Twitter,Jalan berlubang,jalan berlubang,1
3-Mar-23,Instagram,Tarif parkir foodcourt denggung,tarif parkir foodcourt denggung,1
3-Mar-23,Lapor Sleman,Surat Warga,surat warga,0
3-Mar-23,Lapor Sleman,Edukasi Pelaku Pegawai Puskesmas Kalasan,edukasi pelaku pegawai puskesmas kalasan,0
3-Mar-23,Website,Saluran air,saluran air,1
5-Mar-23,Website,Rekaman CCTV,rekaman cctv,0
5-Mar-23,Website,Jalan berlubang,jalan berlubang,1
6-Mar-23,Website,PDAM sering mati,pdam sering mati,1
6-Mar-23,Instagram,Jalan berlubang,jalan berlubang,1
6-Mar-23,Instagram,Gangguan kenyamanan dari anak kos,gangguan kenyamanan anak kos,1
7-Mar-23,Instagram,Verifikasi PBB,verifikasi pbb,0
7-Mar-23,Lapor Sleman,"Jalan Berlubang Di Jl. Garuda, Kramat Sidoarum",jalan berlubang jl garuda kramat sidoarum,1
7-Mar-23,Instagram,Informasi lowongan kerja,lowongan kerja,0
7-Mar-23,Lapor Sleman,Air Mari Dari Pagi,air,1
7-Mar-23,Instagram,Warmindo Pamungkas,warmindo pamungkas,0
8-Mar-23,Lapor Sleman,Air PDAM Masih Belum Ngalir,air pdam ngalir,1
8-Mar-23,Lapor Sleman,Klitih Yang Meresahkan,klitih meresahkan,1
8-Mar-23,Twitter,Pembebasan lahan yang memberatkan warga,pembebasan lahan memberatkan warga,0
8-Mar-23,Instagram,Instagram BKPP,instagram bkpp,0
8-Mar-23,Website,Informasi PPPK,pppk,0
8-Mar-23,Twitter,Informasi PPPK,pppk,0
8-Mar-23,Lapor Sleman,"Jalan Kabupaten Ruas Babadan Sendang , Sendangtirto Berbah",jalan ruas babadan sendang sendangtirto berbah,0
9-Mar-23,Lapor Sleman,Lampu PJU Kurang Terang,lampu pju kurang terang,1
9-Mar-23,Website,Pembakaran Sampah,pembakaran sampah,1
9-Mar-23,Lapor Sleman,Pemangkasan Pohon,pemangkasan pohon,1
9-Mar-23,Instagram,Informasi PPPK,pppk,0
9-Mar-23,Lapor.go.id,Jalan Rusak,jalan rusak,1
10-Mar-23,Lapor Sleman,"Pengajuan Wi-Fi Gratis Di Wilayah Dusun Dukuh, Pandowoharjo",pengajuan wifi gratis wilayah dusun dukuh pandowoharjo,0
10-Mar-23,Twitter,Informasi Lowongan pekerjaan,lowongan pekerjaan,0
10-Mar-23,Instagram,Informasi PPPK,pppk,0
10-Mar-23,Website,Pembetulan sertifikat,pembetulan sertifikat,0
11-Mar-23,Website,CCTV offline,cctv offline,0
11-Mar-23,Instagram,Informasi vaksin booster untuk siswa MA,vaksin booster siswa ma,0
11-Mar-23,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
12-Mar-23,Lapor Sleman,Jalan Berlubang Depan Smk Ypkk Maguwoharjo,jalan berlubang depan smk ypkk maguwoharjo,1
12-Mar-23,Lapor Sleman,Jalan Berlubang Parah,jalan berlubang parah,1
11-Mar-23,Twitter,Parkir di sepanjang jalan depan Dinas P3AP2KB,parkir sepanjang jalan depan dinas papkb,1
12-Mar-23,Instagram,Informasi PPPK,pppk,0
12-Mar-23,Instagram,Tarif parkir mobil di pasar malam denggung,tarif parkir mobil pasar denggung,1
12-Mar-23,Twitter,Permohonan pemasangan marka kejut depan pintu masuk masjid agung sleman,permohonan pemasangan marka kejut depan pintu masuk masjid agung,0
13-Mar-23,Instagram,free wifi sleman,free wifi,0
13-Mar-23,Instagram,Informasi vaksin,vaksin,0
13-Mar-23,Twitter,Jalan berlubang,jalan berlubang,1
13-Mar-23,Lapor.go.id,Jalan Umum Tertutup Sebagian Oleh Warga Yang Membuat Akses Masuk Ke Rumahnya Secara Sembarangan,jalan umum tertutup sebagian warga membuat akses masuk rumahnya sembarangan,0
13-Mar-23,Lapor.go.id,Jalan Rusak dan Lampu PJU Redup,jalan rusak lampu pju redup,1
13-Mar-23,Telepon Langsung,Pembayaran proyek pembangunan Gedung Kapanewon Moyudan yang mandeg,pembayaran proyek pembangunan gedung kapanewon moyudan mandeg,0
13-Mar-23,Telepon Langsung,Bau Kandang Ternak Ayam di Lingkungan Warga Sangat Mengganggu,bau kandang ternak ayam lingkungan warga sangat mengganggu,1
14-Mar-23,Website,Tagihan listrik rusunawa dabag,tagihan listrik rusunawa dabag,0
14-Mar-23,Lapor Sleman,Air PAMSIMAS Yang Sering Kotor,air pamsimas sering kotor,1
14-Mar-23,Website,free wifi sleman,free wifi,0
14-Mar-23,Lapor.go.id,Pembakaran sampah 3 hari berturut,pembakaran sampah hari berturut,1
15-Mar-23,Twitter,LPJU ring road mati,lpju ring road mati,1
15-Mar-23,Instagram,Pendaftaran pajak reklame,pendaftaran pajak reklame,0
15-Mar-23,Lapor Sleman,Ternak Ayam Di Tengah2 Pemukiman,ternak ayam tengah pemukiman,0
15-Mar-23,Twitter,Penerima bantuan yang sudah meninggal,penerima bantuan meninggal,0
15-Mar-23,Instagram,Pendaftaran PKH,pendaftaran pkh,0
15-Mar-23,Instagram,Aturan penggunaan cap basah RT,aturan penggunaan cap basah rt,0
16-Mar-23,Twitter,APILL mati Jalan Damai Kaliurang,apill mati jalan damai kaliurang,1
16-Mar-23,Twitter,Kontak perlindungan anak,kontak perlindungan anak,0
16-Mar-23,Instagram,Pendaftaran Duta Koperasi,pendaftaran duta koperasi,0
16-Mar-23,Instagram,Informasi vaksin booster,vaksin booster,0
16-Mar-23,Instagram,Jalan berlubang,jalan berlubang,1
16-Mar-23,Instagram,PPPK yang lolos mendaftar CPNS,pppk lolos mendaftar cpns,0
17-Mar-23,Twitter,Klitih,klitih,1
17-Mar-23,Twitter,APILL mati,apill mati,1
17-Mar-23,Instagram,Trotoar berlubang,trotoar berlubang,1
17-Mar-23,Twitter,Jalan berlubang,jalan berlubang,1
17-Mar-23,Twitter,Listrik padam,listrik padam,1
17-Mar-23,Website,Permohonan LPJU,permohonan lpju,1
17-Mar-23,Website,Pohon perindang,pohon perindang,1
18-Mar-23,Twitter,Listrik padam,listrik padam,1
18-Mar-23,Instagram,Permohonan JKN PBI,permohonan jkn pbi,0
18-Mar-23,Lapor Sleman,Lampu Traffic Light Fapet UGM—Fak Teknik UNY Mati,lampu traffic light fapet ugm—fak teknik uny mati,1
19-Mar-23,Website,Susah menemui RT untuk minta TTD,susah menemui rt ttd,1
19-Mar-23,Lapor Sleman,Jalan Amblong,jalan amblong,0
19-Mar-23,Lapor Sleman,Baleho Nyangkut,baleho nyangkut,0
19-Mar-23,Lapor Sleman,Tanah Pelungguh Mantan Dukuh,tanah pelungguh mantan dukuh,0
20-Mar-23,Instagram,Permohonan penelitia,permohonan penelitia,0
20-Mar-23,Lapor.go.id,Pemalakan Berkedok Tukang Parkir,pemalakan berkedok tukang parkir,1
20-Mar-23,Instagram,PKL di lapangan Pemda,pkl lapangan pemda,0
20-Mar-23,Instagram,Laporan gangguan kenyamanan,laporan gangguan kenyamanan,1
20-Mar-23,Twitter,SE Penghentian aktivitas masyarakat di alur sungai yang berhulu di gunung merapi,se penghentian aktivitas masyarakat alur sungai berhulu gunung merapi,0
20-Mar-23,Lapor.go.id,Susahnya Meminta Tanda Tangan Ketua RT,susahnya meminta tanda tangan ketua rt,1
20-Mar-23,Lapor Sleman,Surat Warga,surat warga,0
20-Mar-23,Lapor Sleman,Mohon Bantuan,bantuan,0
21-Mar-23,Website,Prosedur ijin pemasangan speed bumper,prosedur ijin pemasangan speed bumper,0
21-Mar-23,Website,Permohonan rekaman CCTV,permohonan rekaman cctv,0
21-Mar-23,Email,Proses pencatatan nikah yang dikuasakan,proses pencatatan nikah dikuasakan,0
21-Mar-23,Lapor Sleman,Lampu PJU Depan Griya Kuantan Dan Sekitarnya Mati Lagi,lampu pju depan griya kuantan sekitarnya mati,1
21-Mar-23,Twitter,Jalan berlubang,jalan berlubang,1
21-Mar-23,Twitter,Penjual petasan,penjual petasan,0
21-Mar-23,Instagram,LPJU mati,lpju mati,1
22-Mar-23,Website,taman mengganggu penglihatan,taman mengganggu penglihatan,0
22-Mar-23,Website,drainase tidak berfungsi optimal,drainase berfungsi optimal,0
22-Mar-23,Twitter,Pelayanan Kecamatan,pelayanan kecamatan,0
23-Mar-23,Lapor Sleman,Gendang Telinga Dijamin Pecah Karena Mercon Ini,gendang telinga dijamin pecah mercon,0
23-Mar-23,Twitter,LPJU mati,lpju mati,1
23-Mar-23,Twitter,Permohonan pemasangan LPJU,permohonan pemasangan lpju,1
23-Mar-23,Twitter,Prosedur balik nama PBB,prosedur balik nama pbb,0
23-Mar-23,Instagram,Pembaruan KK,pembaruan kk,0
23-Mar-23,Instagram,Masuk aplikasi satu sehat,masuk aplikasi satu sehat,0
24-Mar-23,Instagram,Jadwal vaksin booster,jadwal vaksin booster,0
24-Mar-23,Instagram,Gangguan petasan setiap habis subuh,gangguan petasan habis subuh,1
24-Mar-23,Instagram,LPJU mati,lpju mati,1
24-Mar-23,Instagram,Penelitian skripsi biogas,penelitian skripsi biogas,0
24-Mar-23,Twitter,LPJU ring road,lpju ring road,1
24-Mar-23,Lapor Sleman,Wifi,wifi,0
24-Mar-23,Lapor Sleman,Jalan Berlubang Parah,jalan berlubang parah,1
24-Mar-23,Website,BPNT,bpnt,0
24-Mar-23,Website,Tumbuhan taman mengganggu penglihatan,tumbuhan taman mengganggu penglihatan,0
25-Mar-23,Twitter,LPJU ring road,lpju ring road,1
25-Mar-23,Lapor Sleman,Parkir Liar,parkir liar,1
25-Mar-23,Instagram,Informasi vaksin,vaksin,0
26-Mar-23,Twitter,SE 030 Tahun 2022,se tahun,0
26-Mar-23,Lapor Sleman,PELANGGARAN PERDA,pelanggaran perda,0
27-Mar-23,Lapor Sleman,Untuk Dinsos Kab Sleman,dinsos kab,0
27-Mar-23,Lapor Sleman,LPJU Mati,lpju mati,1
27-Mar-23,Website,Permohonan JPS,permohonan jps,0
27-Mar-23,Twitter,LPJU mati,lpju mati,1
27-Mar-23,Lapor Sleman,Drainase,drainase,0
27-Mar-23,Twitter,Jalan Berlubang,jalan berlubang,1
27-Mar-23,Instagram,wifi padukuhan,wifi padukuhan,0
28-Mar-23,Website,Peserta PKH,peserta pkh,0
28-Mar-23,Lapor Sleman,Lampu PJU,lampu pju,1
28-Mar-23,Lapor.go.id,Penempatan Ban Bekas Dan Cone Sembarangan,penempatan ban bekas cone sembarangan,0
28-Mar-23,Instagram,PKL di sepanjang jalan laksda adisucipto,pkl sepanjang jalan laksda adisucipto,0
29-Mar-23,Instagram,Informasi vaksin,vaksin,0
29-Mar-23,Instagram,Warmindo murah dewe / alas kopi,warmindo murah dewe alas kopi,0
29-Mar-23,Instagram,Permohonan conblok jalan rumah pribadi,permohonan conblok jalan rumah pribadi,0
30-Mar-23,Instagram,Informasi lowongan pekerjaan,lowongan pekerjaan,0
30-Mar-23,Lapor Sleman,Lampu Lalu Lintas Mati Dan Spanduk Mengganggu Pandangan Pemakai Jalan,lampu lalu lintas mati spanduk mengganggu pandangan pemakai jalan,1
30-Mar-23,Website,BPNT,bpnt,0
30-Mar-23,Lapor.go.id,mengenai bantuan PKH yang harusnya di data ada 1 yang sudah masuk lansia,mengenai bantuan pkh harusnya data masuk lansia,0
30-Mar-23,Twitter,Jadwla vaksin puskesmas,jadwla vaksin puskesmas,0
31-Mar-23,Instagram,Jalan berlubang,jalan berlubang,1
31-Mar-23,Instagram,Informasi cuti bersama,cuti bersama,0
31-Mar-23,SMS Hotline,Permohonan mutasi PBB,permohonan mutasi pbb,0
31-Mar-23,Twitter,Papan reklame,papan reklame,0
31-Mar-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
31-Mar-23,Lapor Sleman,Lampu Penerangan Jalan Ringroad Utara Mati,lampu penerangan jalan ringroad utara mati,1
31-Mar-23,Instagram,Syarat pindah masuk penduduk,syarat pindah masuk penduduk,0
31-Mar-23,Instagram,Infomasi vaksin,infomasi vaksin,0
1-Apr-23,Twitter,Wifi padukuhan,wifi padukuhan,0
1-Apr-23,Twitter,Informasi vaksin,vaksin,0
1-Apr-23,Instagram,KIA,kia,0
1-Apr-23,Instagram,Permohonan akta kematian,permohonan akta kematian,1
1-Apr-23,Lapor Sleman,PJU tertutup rimbunnya pohon,pju tertutup rimbunnya pohon,1
1-Apr-23,Lapor Sleman,PJU mati,pju mati,1
2-Apr-23,Twitter,Informasi vaksin,vaksin,0
2-Apr-23,Instagram,Lampu APILL Pasar Stan Maguwoharjo Padam,lampu apill pasar stan maguwoharjo padam,1
2-Apr-23,Instagram,Surat Warga,surat warga,0
2-Apr-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
3-Apr-23,Twitter,banner menutup apill,banner menutup apill,0
3-Apr-23,Twitter,jalan berlubang,jalan berlubang,1
3-Apr-23,Instagram,Pipa PDAM bocor,pipa pdam bocor,0
3-Apr-23,Instagram,Donor darah,donor darah,0
3-Apr-23,Website,Jalan berlubang,jalan berlubang,1
3-Apr-23,Lapor Sleman,Aspal Berlobang/drainase Berlobang,aspal berlobangdrainase berlobang,0
3-Apr-23,Lapor Sleman,Penerangan Underpass Kentungan,penerangan underpass kentungan,0
3-Apr-23,Lapor Sleman,Hilang Dari Penerima Bantuan,hilang penerima bantuan,0
3-Apr-23,Lapor Sleman,Jalan Rusak,jalan rusak,1
3-Apr-23,Lapor Sleman,Tentang Ijin Menyuntik Sakit Oleh Mantri Hewan,ijin menyuntik sakit mantri hewan,0
3-Apr-23,Lapor Sleman,Uang Retribusi Ke Desa,uang retribusi desa,0
3-Apr-23,Website,Permohonan rekaman CCTV,permohonan rekaman cctv,0
3-Apr-23,Instagram,Permohonan KIA,permohonan kia,0
3-Apr-23,Instagram,Informasi vaksin,vaksin,0
3-Apr-23,SMS Hotline,Pelayanan puskesmas depok 1,pelayanan puskesmas depok,0
4-Apr-23,Lapor Sleman,ODGJ Merusak Lingkungan Sekitar,odgj merusak lingkungan,1
4-Apr-23,Website,Bau limbah dari hotel sheraton,bau limbah hotel sheraton,1
