Tanggal,Media,Topik,Topik_Cleaned
4-Jan-23,Twitter,Lowongan Tapem Sekda,lowongan tapem sekda
5-Jan-23,Lapor Sleman,Resapan Air Tidak Berfungsi Optimal,resapan air berfungsi optimal
5-Jan-23,Lapor Sleman,"Jalan Rusak, Drainase Mampet",jalan rusak drainase mampet
5-Jan-23,Lapor Sleman,Gapuro Penghalang Pandangan,gapuro penghalang pandangan
5-Jan-23,Lapor Sleman,Lampu Jalan Mati,lampu jalan mati
5-Jan-23,Lapor Sleman,Jalan Umum Di Portal,jalan umum portal
5-Jan-23,Instagram,Informasi PPPK,pppk
5-Jan-23,Instagram,Lowongan Tapem Sekda,lowongan tapem sekda
6-Jan-23,Website,Permohonan rekaman CCTV,permohonan rekaman cctv
6-Jan-23,Facebook Pemkab Sleman,Informasi lowongan kerja,lowongan kerja
6-Jan-23,Website,Pedagang pasar demangan,pedagang pasar demangan
6-Jan-23,Lapor Sleman,Pedagang pasar demangan,pedagang pasar demangan
6-Jan-23,Twitter,Pohon kering,pohon kering
6-Jan-23,Twitter,Lowongan Tapem Sekda,lowongan tapem sekda
7-Jan-23,Twitter,Pelayanan PDAM,pelayanan pdam
7-Jan-23,Twitter,Aduan LPJU,aduan lpju
7-Jan-23,Lapor Sleman,Bau Asap Pembakaran & Sampah Lingkungan Tidak Sehat.,bau asap pembakaran sampah lingkungan sehat
7-Jan-23,Lapor Sleman,PKL MENEMPATI JALAN AKSES MASUK,pkl menempati jalan akses masuk
7-Jan-23,Website,Permohonan rekaman CCTV,permohonan rekaman cctv
7-Jan-23,Website,Pembakaran lahan,pembakaran lahan
7-Jan-23,Twitter,Jalan berlubang,jalan berlubang
8-Jan-23,Website,Parkir pasar godean,parkir pasar godean
8-Jan-23,Facebook Pemkab Sleman,LPJU mati,lpju mati
9-Jan-23,Facebook Pemkab Sleman,Jalan berlubang,jalan berlubang
9-Jan-23,Lapor Sleman,Aliran Selokan Mataram,aliran selokan mataram
9-Jan-23,Lapor Sleman,Pemerasan Modus Kecelakan,pemerasan modus kecelakan
9-Jan-23,Instagram,Kontak Puskeswan,kontak puskeswan
9-Jan-23,Facebook Pemkab Sleman,BPJS,bpjs
9-Jan-23,Website,Permohonan pemangkasan pohon,permohonan pemangkasan pohon
9-Jan-23,Lapor Sleman,Lampu PJU Mati Lama,lampu pju mati lama
10-Jan-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati
10-Jan-23,Lapor Sleman,Pju Mati,pju mati
10-Jan-23,Twitter,Underpass Kentungan,underpass kentungan
10-Jan-23,Instagram,Jam buka minimarket,jam buka minimarket
10-Jan-23,Lapor Sleman,Pembangunan Kos Di Mendiro,pembangunan kos mendiro
10-Jan-23,Lapor Sleman,Pemasangan Tiang Fo,pemasangan tiang fo
11-Jan-23,Lapor Sleman,Pohon Kropos,pohon kropos
11-Jan-23,Lapor Sleman,Biaya Pengurusan Konversi Tanah Letter C Ke SHM Pertama,biaya pengurusan konversi tanah letter c shm pertama
11-Jan-23,Lapor Sleman,Pohon Tumbuh Ke Atas Jalan Kaliurang,pohon tumbuh atas jalan kaliurang
12-Jan-23,Lapor Sleman,"Jembatan Selokan Mataram Beluran-kweden , Bertahun Tahun Konsisten Rusak Parah Tanpa Tersentuh Dinas Terkait",jembatan selokan mataram belurankweden bertahun tahun konsisten rusak parah tersentuh dinas terkait
12-Jan-23,SMS Hotline,Jalan berlubang,jalan berlubang
12-Jan-23,Website,Cara mendaftar DTKS,cara mendaftar dtks
12-Jan-23,Instagram,Perubahan data KK,perubahan data kk
12-Jan-23,Instagram,Lowongan Tapem Sekda,lowongan tapem sekda
12-Jan-23,Website,Pelayanan PDAM,pelayanan pdam
12-Jan-23,Website,free wifi padukuhan,free wifi padukuhan
12-Jan-23,Lapor Sleman,Sampah Menumpuk Di Titik-titik Ring Road.,sampah menumpuk titiktitik ring road
13-Jan-23,Facebook Pemkab Sleman,lowongan Tapem Sekda,lowongan tapem sekda
13-Jan-23,Lapor Sleman,RAMBU RAMBU KUNING CEBONGAN,rambu rambu kuning cebongan
13-Jan-23,Facebook Pemkab Sleman,Layanan legalisir dukcapil,layanan legalisir dukcapil
13-Jan-23,Twitter,Pohon perindang,pohon perindang
13-Jan-23,Lapor Sleman,Pohon Pinggir Jalan Menganggu,pohon pinggir jalan menganggu
13-Jan-23,Datang Langsung,Pengurus masjid tidak aktif,pengurus masjid aktif
14-Jan-23,Lapor Sleman,Lampu Penerangan Jalan Mati Di Jl Pasar Jambon,lampu penerangan jalan mati jl pasar jambon
14-Jan-23,Website,Kehilangan helm,kehilangan helm
14-Jan-23,Lapor Sleman,Ada Sarang Tawon Berbahaya,sarang tawon berbahaya
14-Jan-23,Lapor Sleman,Data NIK Di Web Kecamatan Ngaglik,data nik web kecamatan ngaglik
14-Jan-23,Lapor Sleman,Pohon Lapangan Tempel Sudah Waktunya Dipangkas,pohon lapangan tempel waktunya dipangkas
15-Jan-23,Website,Regulasi pemasangan tiang telp,regulasi pemasangan tiang telp
15-Jan-23,Twitter,Free wifi padukuhan,free wifi padukuhan
15-Jan-23,Lapor Sleman,Jalan Berlobang Rusak Parah,jalan berlobang rusak parah
15-Jan-23,Lapor Sleman,"Permohonan Pemotongan/pemangkasan Pohon Di Jalan Rajawali, Condongcatur",permohonan pemotonganpemangkasan pohon jalan rajawali condongcatur
15-Jan-23,Lapor Sleman,Kaca Cembung Mohon Diganti,kaca cembung diganti
15-Jan-23,Lapor Sleman,LAMPU MERAH BAHAYA,lampu merah bahaya
16-Jan-23,Website,Rekaman CCTV,rekaman cctv
16-Jan-23,Lapor.go.id,"Mohon perbaikan jalan dan penerangan jalan di jln Geneng, Tirtomartani, kalasan, Sleman",perbaikan jalan penerangan jalan jln geneng tirtomartani kalasan
16-Jan-23,Lapor Sleman,Surat Warga,surat warga
16-Jan-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati
16-Jan-23,Website,Bantuan cereberal palsy,bantuan cereberal palsy
16-Jan-23,Twitter,Jalan berlubang,jalan berlubang
16-Jan-23,Instagram,Pencemaran udara dari peternakan babi,pencemaran udara peternakan babi
17-Jan-23,Twitter,kayu tersangkut kabel listrik,kayu tersangkut kabel listrik
17-Jan-23,Website,Pohon perindang doyong kejalan,pohon perindang doyong kejalan
17-Jan-23,Lapor.go.id,Bantuan Rumah Warga Miskin,bantuan rumah warga miskin
17-Jan-23,Instagram,Libur cuti bersama,libur cuti bersama
17-Jan-23,Lapor Sleman,Baliho Di Jembatan Pangukan,baliho jembatan pangukan
17-Jan-23,Twitter,Regulasi penanaman tiang FO,regulasi penanaman tiang fo
18-Jan-23,Website,Irigasi rusak,irigasi rusak
18-Jan-23,Lapor Sleman,Tawon Besar Di Genteng,tawon besar genteng
18-Jan-23,Instagram,Jadwal vaksin,jadwal vaksin
18-Jan-23,Lapor Sleman,Surat Warga,surat warga
18-Jan-23,Facebook Pemkab Sleman,Pelatihan BLK,pelatihan blk
18-Jan-23,Twitter,LPJU mati,lpju mati
19-Jan-23,Twitter,Jalan berlubang,jalan berlubang
19-Jan-23,Instagram,Jalan berlubang,jalan berlubang
19-Jan-23,Instagram,Resapan air limbah,resapan air limbah
20-Jan-23,Instagram,Jadwal vaksin,jadwal vaksin
20-Jan-23,Instagram,Jadwal SIM keliling,jadwal sim keliling
20-Jan-23,Lapor Sleman,Permohonan Akses WiFi-Sleman,permohonan akses wifisleman
20-Jan-23,Website,Jalan Kaliurang,jalan kaliurang
22-Jan-23,Lapor Sleman,WAHANA BARU PESONA JONDIL JONDIL,wahana baru pesona jondil jondil
22-Jan-23,Website,Lantai 2 pasar prambanan berlubang,lantai pasar prambanan berlubang
22-Jan-23,Website,Bantuan sapi mati PMK,bantuan sapi mati pmk
23-Jan-23,Website,Fasilitas Puskesmas,fasilitas puskesmas
23-Jan-23,Lapor Sleman,Pohon Besar,pohon besar
23-Jan-23,Instagram,Parkir di pinggir jalan,parkir pinggir jalan
23-Jan-23,Instagram,Kalurahan,kalurahan
23-Jan-23,Instagram,Pelatihan BLK,pelatihan blk
23-Jan-23,Instagram,Informasi CCTV E Tilang,cctv e tilang
24-Jan-23,Website,Sedimen pasir yang sudah menebal,sedimen pasir menebal
25-Jan-23,Lapor Sleman,Jalan berlubang,jalan berlubang
25-Jan-23,Website,mohon dibangun tanggul,dibangun tanggul
25-Jan-23,Website,Apakah sudah ada IMB,imb
25-Jan-23,Lapor Sleman,Lampu Pju Mati Udah Lama,lampu pju mati lama
25-Jan-23,Website,Jaringan wifi padukuhan,jaringan wifi padukuhan
26-Jan-23,Lapor Sleman,Jalan Rusak,jalan rusak
26-Jan-23,Lapor Sleman,Lampu Penerangan Jalan Mati/rusak,lampu penerangan jalan matirusak
26-Jan-23,Lapor Sleman,Sisa Potongan Pohon Menggantung Di Kabel,sisa potongan pohon menggantung kabel
26-Jan-23,Lapor Sleman,Akta Kelahiran Hilang,akta kelahiran hilang
26-Jan-23,Lapor Sleman,Pecah KK,pecah kk
27-Jan-23,Website,menjual produk petani milenial,menjual produk petani milenial
27-Jan-23,Lapor Sleman,Surat Warga,surat warga
28-Jan-23,Lapor Sleman,Surat Warga,surat warga
29-Jan-23,Website,Jalan berlubang,jalan berlubang
29-Jan-23,Lapor Sleman,Permohonan Informasi Pelayanan Yang Ada Di Puskeswan Seyegan,permohonan pelayanan puskeswan seyegan
29-Jan-23,Lapor Sleman,Permohonan Penertiban Warung Yang Melanggar Aturan,permohonan penertiban warung melanggar aturan
29-Jan-23,Lapor Sleman,Gor Sleman,gor
30-Jan-23,Lapor Sleman,JALAN KALIURANG,jalan kaliurang
30-Jan-23,Website,jalan berlubang,jalan berlubang
30-Jan-23,Website,melihat CCTV,melihat cctv
31-Jan-23,Website,salah input pajak,salah input pajak
31-Jan-23,Website,tembok di saluran irigasi,tembok saluran irigasi
31-Jan-23,Website,jalan rusak,jalan rusak
1-Feb-23,Lapor Sleman,Jalan Berlubang Di Jalan Raya Tajem Depan Soto Lulung Lejar (rumah Sakit Respati),jalan berlubang jalan raya tajem depan soto lulung lejar rumah sakit respati
1-Feb-23,Lapor Sleman,Parkir Sembarangan,parkir sembarangan
1-Feb-23,Facebook Pemkab Sleman,Vaksin covid 19,vaksin covid
2-Feb-23,Twitter,LPJU Jalan Palagan,lpju jalan palagan
2-Feb-23,Website,permainan kearifan lokal,permainan kearifan lokal
2-Feb-23,Website,ganti rugi sapi,ganti rugi sapi
2-Feb-23,Website,melihat CCTV,melihat cctv
2-Feb-23,Instagram,Permohonan informasi,permohonan
2-Feb-23,Twitter,free wifi sleman,free wifi
3-Feb-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati
3-Feb-23,Instagram,Sertifikat vaksin,sertifikat vaksin
4-Feb-23,Lapor Sleman,Jalan Berlubang Di Jalan Raya Tajem Depan Soto Lulung Lejar (rumah Sakit Respati),jalan berlubang jalan raya tajem depan soto lulung lejar rumah sakit respati
4-Feb-23,Twitter,Jalan berlubang,jalan berlubang
4-Feb-23,Lapor Sleman,JALANAN BERLUBANG,jalanan berlubang
4-Feb-23,Lapor Sleman,Jalan Monjali Berlobang,jalan monjali berlobang
4-Feb-23,Lapor Sleman,Lampu Pju Mati Lagi,lampu pju mati
5-Feb-23,Instagram,Puskeswan,puskeswan
6-Feb-23,Instagram,Honorarium RT RW di Kabupaten Sleman,honorarium rt rw
6-Feb-23,Website,Jalan untuik jualan angkringan,jalan untuik jualan angkringan
7-Feb-23,Email,Jalan untuik jualan angkringan,jalan untuik jualan angkringan
7-Feb-23,Lapor Sleman,Jalan Berlubang Di Jalan Raya Tajem Depan Soto Lulung Lejar (rumah Sakit Respati),jalan berlubang jalan raya tajem depan soto lulung lejar rumah sakit respati
7-Feb-23,Website,Permohonan SPT PBB,permohonan spt pbb
7-Feb-23,Instagram,Kontak Pemadam Kebakaran,kontak pemadam kebakaran
7-Feb-23,Twitter,Jalan Kapten Hariyadi,jalan kapten hariyadi
7-Feb-23,Instagram,Jalan berlubang,jalan berlubang
7-Feb-23,Website,Permohonan rekaman CCTV,permohonan rekaman cctv
7-Feb-23,Lapor Sleman,Pemalakan Oleh Preman,pemalakan preman
7-Feb-23,Lapor Sleman,Pemangkasan Pohon Perindang Di Jalan Rajawali Condongcatur,pemangkasan pohon perindang jalan rajawali condongcatur
7-Feb-23,Lapor.go.id,Permohonan KK Digital,permohonan kk digital
7-Feb-23,Lapor Sleman,Bahu Jalan Ambrol,bahu jalan ambrol
8-Feb-23,Website,Pohon perindang,pohon perindang
8-Feb-23,Twitter,Jalan berlubang,jalan berlubang
8-Feb-23,Lapor Sleman,Pohon Di Jalan Babarsari Terlalu Lebat Dan Tinggi,pohon jalan babarsari terlalu lebat tinggi
8-Feb-23,Instagram,Kontak pengelola lapangan tenis pemda,kontak pengelola lapangan tenis pemda
8-Feb-23,Instagram,Drainase meluap,drainase meluap
8-Feb-23,Instagram,U Turn banyak dilanggar,u turn banyak dilanggar
8-Feb-23,Instagram,Jalan berlubang,jalan berlubang
9-Feb-23,Website,Wifi Padukuhan,wifi padukuhan
9-Feb-23,Website,SPPT PBB,sppt pbb
9-Feb-23,Twitter,Jalan berlubang,jalan berlubang
9-Feb-23,Instagram,Pindah KK,pindah kk
9-Feb-23,Instagram,Jasa raharja,jasa raharja
9-Feb-23,Twitter,Pelatihan BLK,pelatihan blk
9-Feb-23,Lapor.go.id,Lampu Lalu Lintas Mati (Masih Belum Ditindak lanjuti),lampu lalu lintas mati
9-Feb-23,Lapor.go.id,Bakar Sampah,bakar sampah
9-Feb-23,Lapor Sleman,Sampah basah yang menumpuk,sampah basah menumpuk
9-Feb-23,Twitter,Jadwal vaksin,jadwal vaksin
10-Feb-23,Lapor Sleman,1 Bulan Tidak Di Apa Apa Kan..,bulan apa apa kan
10-Feb-23,Telepon Langsung,Pajak reklame,pajak reklame
10-Feb-23,Telepon Langsung,Mohon ditertibkan sopir jeep kaliurang yang tidak safety dalam berkendara,ditertibkan sopir jeep kaliurang safety berkendara
10-Feb-23,Lapor Sleman,Pembangunan Rumah Diatas Saluran Irigasi,pembangunan rumah diatas saluran irigasi
10-Feb-23,Lapor Sleman,Mobil Mangkrak,mobil mangkrak
10-Feb-23,Lapor Sleman,Akta Kelahiran Hilqng,akta kelahiran hilqng
10-Feb-23,Lapor Sleman,Surat Warga,surat warga
11-Feb-23,Lapor Sleman,Ternak Puyuh Yang Merugikan Warga,ternak puyuh merugikan warga
11-Feb-23,Lapor Sleman,Parkir 5000,parkir
11-Feb-23,Lapor Sleman,Sumbangan Sukarela Untuk Sekolah Negeri,sumbangan sukarela sekolah negeri
11-Feb-23,Lapor Sleman,Bis Besar Banyak Melewati Jalan Kabupaten,bis besar banyak melewati jalan
12-Feb-23,Lapor Sleman,Taman Tak Terurus,taman terurus
12-Feb-23,Lapor Sleman,ORMAS MERESAHKAN,ormas meresahkan
12-Feb-23,Lapor Sleman,Pohon perindang,pohon perindang
12-Feb-23,Twitter,Rombongan PDI,rombongan pdi
13-Feb-23,Lapor Sleman,Daluran Drainase Air Meluber Ke Jalan,daluran drainase air meluber jalan
13-Feb-23,Twitter,LPJU mati,lpju mati
13-Feb-23,Twitter,Jalan berlubang,jalan berlubang
13-Feb-23,Lapor Sleman,Saluran Irigasi Meluap Ke Jalan Mengakibatkan Jalan Rusak Parah,saluran irigasi meluap jalan mengakibatkan jalan rusak parah
13-Feb-23,Lapor Sleman,Lampu Pju Mati,lampu pju mati
13-Feb-23,Lapor Sleman,Jalan Berlubang Parah Di Jalan Ngepas Lor Sampai Kadilobo,jalan berlubang parah jalan ngepas lor kadilobo
13-Feb-23,Lapor Sleman,Spanduk Menghalangi Pandangan Berbahaya,spanduk menghalangi pandangan berbahaya
13-Feb-23,Lapor Sleman,Pak Ogah Mengganggu Dan Arogan,ogah mengganggu arogan
13-Feb-23,Lapor Sleman,Lampu PJU,lampu pju
13-Feb-23,Website,Jalan berlubang,jalan berlubang
13-Feb-23,Website,Penambangan liar,penambangan liar
13-Feb-23,Website,Pengurusan PBG,pengurusan pbg
14-Feb-23,Website,Saluran Irigasi Meluap Ke Jalan Mengakibatkan Jalan Rusak Parah,saluran irigasi meluap jalan mengakibatkan jalan rusak parah
14-Feb-23,Lapor Sleman,Jalan Berlubang Di Jembatan Bogem Kalasan,jalan berlubang jembatan bogem kalasan
14-Feb-23,Lapor Sleman,Jalan Berlobang,jalan berlobang
14-Feb-23,Twitter,LPJU mati,lpju mati
14-Feb-23,Lapor Sleman,Jalan Berlubang Di Sepanjang Jalan Raya Tajem,jalan berlubang sepanjang jalan raya tajem
14-Feb-23,Website,Ganti Rugi Sapi,ganti rugi sapi
14-Feb-23,Lapor Sleman,Pelayanan Yang Tidak Efektif,pelayanan efektif
15-Feb-23,Website,free wifi sleman,free wifi
15-Feb-23,Lapor Sleman,Jalan Kapten Haryadi Berlubang Parah,jalan kapten haryadi berlubang parah
15-Feb-23,Instagram,Jalan berlubang,jalan berlubang
15-Feb-23,Instagram,Gangguan kenyamanan lingkungan,gangguan kenyamanan lingkungan
15-Feb-23,SMS Hotline,Bahu Jalan Ambrol,bahu jalan ambrol
15-Feb-23,Lapor Sleman,Pelayanan Yang Tidak Efektif,pelayanan efektif
15-Feb-23,Lapor.go.id,Jalan berlubang,jalan berlubang
16-Feb-23,Instagram,Lomba mewarnai,lomba mewarnai
16-Feb-23,Lapor Sleman,Daerah Atas Underpass Gelap,atas underpass gelap
16-Feb-23,Twitter,Jalan Berlubang Jalan Kapten Hariyadi,jalan berlubang jalan kapten hariyadi
16-Feb-23,Instagram,Jalan Berlubang Jalan Kapten Hariyadi,jalan berlubang jalan kapten hariyadi
16-Feb-23,Twitter,Jalan berlubang jalan tajem,jalan berlubang jalan tajem
16-Feb-23,Twitter,jalan Godean Ngapak,jalan godean ngapak
16-Feb-23,Twitter,Jalan palagan dan jalan kapten hariyadi,jalan palagan jalan kapten hariyadi
16-Feb-23,Lapor Sleman,Info Pemasangan Wi-Fi Gratis Dari Pemerintah Untuk Dusun,pemasangan wifi gratis pemerintah dusun
17-Feb-23,Twitter,Jalan Berlubang Jalan Kapten Hariyadi,jalan berlubang jalan kapten hariyadi
17-Feb-23,Twitter,Drainase mampet,drainase mampet
17-Feb-23,Twitter,Jalan berlubang,jalan berlubang
17-Feb-23,Lapor Sleman,Pelayanan Farmasi Lama,pelayanan farmasi lama
17-Feb-23,Lapor Sleman,jalan Raya,jalan raya
17-Feb-23,Lapor Sleman,Sekolah Smp Swasta Di Mlati Mewajibkan Study Tour,sekolah smp swasta mlati mewajibkan study tour
17-Feb-23,Lapor Sleman,Jalan Berlubang,jalan berlubang
17-Feb-23,Lapor Sleman,Lubang Di Jalan Sidomukti,lubang jalan sidomukti
18-Feb-23,Lapor Sleman,Jl Berlobang,jl berlobang
18-Feb-23,Website,Permohonan pemindahan tiang telpon dan listrik,permohonan pemindahan tiang telpon listrik
18-Feb-23,Instagram,PPPK,pppk
18-Feb-23,Instagram,Jalan Berlubang jalan kapten Hariyadi,jalan berlubang jalan kapten hariyadi
19-Feb-23,Instagram,Vaksin covid 19,vaksin covid
19-Feb-23,Website,Aliran PDAM,aliran pdam
19-Feb-23,Lapor Sleman,Jalan Jeblonng,jalan jeblonng
19-Feb-23,Lapor Sleman,Jalan Berlubang Sepanjang Anggajaya 2,jalan berlubang sepanjang anggajaya
19-Feb-23,Twitter,Jalan berlubang tajem,jalan berlubang tajem
20-Feb-23,Twitter,Jalan berlubang tajem,jalan berlubang tajem
20-Feb-23,Telepon Langsung,Pembangunan gedung serbaguna Kalurahan Sukoharjo,pembangunan gedung serbaguna kalurahan sukoharjo
20-Feb-23,Twitter,Sertifikat vaksin,sertifikat vaksin
20-Feb-23,Website,Pembuangan sampah liar,pembuangan sampah liar
20-Feb-23,Website,Jalan,jalan
20-Feb-23,Website,CCTV,cctv
20-Feb-23,Lapor Sleman,Permintaan Data Tentang Sampah,permintaan data sampah
21-Feb-23,Instagram,Vaksin covid 19,vaksin covid
21-Feb-23,Twitter,PJU mati,pju mati
21-Feb-23,Twitter,Pelayanan,pelayanan
21-Feb-23,Twitter,ODGJ,odgj
21-Feb-23,Instagram,Kinerja lurah tirtomartani,kinerja lurah tirtomartani
21-Feb-23,Twitter,Kinerja lurah tirtomartani,kinerja lurah tirtomartani
22-Feb-23,Twitter,APILL mati,apill mati
22-Feb-23,Instagram,PJU mati,pju mati
22-Feb-23,Email,Pembangunan gedung serbaguna Kalurahan Sukoharjo,pembangunan gedung serbaguna kalurahan sukoharjo
23-Feb-23,Lapor Sleman,Jalan Berlubang,jalan berlubang
23-Feb-23,Twitter,Jalan berlubang,jalan berlubang
23-Feb-23,Twitter,Jalan Berlubang jalan kapten Hariyadi,jalan berlubang jalan kapten hariyadi
23-Feb-23,Instagram,Jalan berlubang dan minim penerangan,jalan berlubang minim penerangan
23-Feb-23,Twitter,Jalan berlubang jalan damai,jalan berlubang jalan damai
23-Feb-23,Twitter,Jalan berlubang jalan Godean,jalan berlubang jalan godean
23-Feb-23,Twitter,Pelayanan kalurahan,pelayanan kalurahan
23-Feb-23,Lapor.go.id,Mitigasi bencana angin puyuh,mitigasi bencana angin puyuh
24-Feb-23,Website,Pencurian laptop,pencurian laptop
24-Feb-23,Twitter,Jalan berlubang opak raya kalasan,jalan berlubang opak raya kalasan
24-Feb-23,Twitter,Jalan berlubang,jalan berlubang
24-Feb-23,Twitter,Jalan berlubang banyurejo tempel,jalan berlubang banyurejo tempel
24-Feb-23,Twitter,Jalan berlubang buk renteng,jalan berlubang buk renteng
24-Feb-23,Lapor Sleman,Saran Penambahan Lampu Lalin Penyebrangan Pejalan Kaki,saran penambahan lampu lalin penyebrangan pejalan kaki
25-Feb-23,Website,PJU mati di sepanjang ring road utara,pju mati sepanjang ring road utara
25-Feb-23,Website,Permohonan lampu peringatan jalan,permohonan lampu peringatan jalan
25-Feb-23,Twitter,tambang di Grojogan watu purbo,tambang grojogan watu purbo
25-Feb-23,Instagram,Jalan berlubang,jalan berlubang
25-Feb-23,Instagram,Resapan air limbah hibah meluap lagi,resapan air limbah hibah meluap
25-Feb-23,Instagram,Marka kejut,marka kejut
26-Feb-23,Lapor Sleman,MOHON DENGAN HORMAT SEGERA DI TINDAK LANJUTI JALAN RUSAK JL KLANGON TEMPEL TIMUR DSN DARATAN SENDANGARUM MINGGIR,hormat segera jalan rusak jl klangon tempel timur dsn daratan sendangarum minggir
27-Feb-23,Twitter,Permohonan aliran baru PDAM,permohonan aliran baru pdam
27-Feb-23,Instagram,Jalan berlubang,jalan berlubang
27-Feb-23,Lapor Sleman,Permohonan pembuatan zona sekolah di jalan piyiungan prambanan,permohonan pembuatan zona sekolah jalan piyiungan prambanan
27-Feb-23,Lapor Sleman,BAU TAK SEDAP KOLAM LELE,bau sedap kolam lele
27-Feb-23,Lapor Sleman,Jalan Berlubang Di Jalan Depan Area Masjid Daarusalaam,jalan berlubang jalan depan area masjid daarusalaam
27-Feb-23,Lapor Sleman,Surat Warga,surat warga
28-Feb-23,Instagram,Pelayanan Puskesmas Gamping 2,pelayanan puskesmas gamping
28-Feb-23,Twitter,Tarif parkir di puskesmas ngaglik 1 tidak sesuai,tarif parkir puskesmas ngaglik sesuai
28-Feb-23,Website,Jalan berlubang,jalan berlubang
28-Feb-23,Website,Pleayanan Puskesmas Kalasan,pleayanan puskesmas kalasan
28-Feb-23,SMS Hotline,Kabel telpon kendor,kabel telpon kendor
28-Feb-23,Instagram,free wifi sleman,free wifi
28-Feb-23,Instagram,Jalan berlubang,jalan berlubang
28-Feb-23,Email,Jalan berlubang,jalan berlubang
28-Feb-23,Email,Parit di tutup beton dan air meluap,parit tutup beton air meluap
28-Feb-23,Email,KELUHAN PERTANIAN & KEHEWANAN,keluhan pertanian kehewanan
28-Feb-23,Lapor Sleman,BLT,blt
28-Feb-23,Lapor Sleman,Surat Warga,surat warga
28-Feb-23,Twitter,Jalan berlubang,jalan berlubang
1-Mar-23,SMS Hotline,LPJU ring road,lpju ring road
1-Mar-23,Instagram,Jalan berlubang,jalan berlubang
1-Mar-23,Instagram,Jam pelayanan Puskesmas Kalasan,jam pelayanan puskesmas kalasan
1-Mar-23,Twitter,LPJU ring road utara,lpju ring road utara
1-Mar-23,Lapor Sleman,Pemasangan PJU,pemasangan pju
1-Mar-23,Instagram,Mobil damkar telat pajak dan tidak terawat,mobil damkar telat pajak terawat
1-Mar-23,Instagram,Permohonan Akta Lahir yang Hilang,permohonan akta lahir hilang
1-Mar-23,Facebook Pemkab Sleman,Informati transmigrasi,informati transmigrasi
1-Mar-23,Twitter,Jalan berlubang,jalan berlubang
1-Mar-23,Lapor Sleman,Aliran PDAM,aliran pdam
1-Mar-23,Twitter,Jalan desa rusak,jalan desa rusak
1-Mar-23,Instagram,Gangguan kenyamanan dari warmindo pamungkas,gangguan kenyamanan warmindo pamungkas
1-Mar-23,Lapor.go.id,Kerusakan jalan/aspal,kerusakan jalanaspal
2-Mar-23,Lapor Sleman,Jalan berlubang,jalan berlubang
2-Mar-23,Twitter,Bantuan UMKM dan bantuan pinjaman modal UMKM,bantuan umkm bantuan pinjaman modal umkm
2-Mar-23,Instagram,Jalan berlubang,jalan berlubang
